BGGId,Name,YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,ComMinPlaytime,ComMaxPlaytime,IsReimplementation,Kickstarted,Score_strategygames,Score_abstracts,Score_familygames,Score_thematic,Score_cgs,Score_wargames,Score_partygames,Score_childrensgames,Rating,Avg_popularity_log,NumAlternates_log,NumImplementations_log,NumExpansions_log,NumWeightVotes_log
215436,Codex: Card-Time Strategy – Starter Set,2016,3.5,2,2,10.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.962844630259907,1.0986122886681098,0.0,0.0,1.0986122886681098
177249,The Manhattan Project: Chain Reaction,2016,1.8696,1,5,10.0,30.0,40.0,0,0,0.0008012820512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.285278055433707,1.0986122886681098,0.0,0.0,3.8501476017100584
198147,Awful Fantasy: The Card Game,2017,1.0,2,6,10.0,20.0,45.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.953476880256307,0.0,0.0,0.0,0.6931471805599453
307971,Fairy Tale Inn,2021,1.5,2,2,9.0,15.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.744070993570312,0.0,0.0,0.0,1.6094379124341003
39699,Einfach Genial: Das Kartenspiel,2008,1.1923,2,4,8.0,20.0,30.0,0,0,0.0,0.0,0.0005319148936170213,0.0,0.0,0.0,0.0,0.0,2,5.356586274672012,0.6931471805599453,0.0,0.0,3.295836866004329
1079,Tokami,1998,1.25,2,5,8.0,30.0,30.0,0,0,0.0,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,2,3.828641396489095,0.0,0.0,0.0,1.6094379124341003
277109,Sencha,2019,2.3333,2,4,8.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.132496328186477,0.0,0.0,0.0,1.3862943611198906
6282,Azhanti High Lightning,1980,2.3913,2,16,16.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0005858230814294083,0.0,0.0,2,5.170483995038151,0.6931471805599453,0.0,1.0986122886681098,3.1780538303479458
269623,Unicorn Glitterluck: Cloud Stacking,2019,1.0,1,4,4.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435374,2,4.694401319716034,1.791759469228055,0.0,0.0,1.6094379124341003
156129,Deception: Murder in Hong Kong,2014,1.5862,4,12,12.0,20.0,20.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,3,9.307618311440653,2.3978952727983707,0.0,2.995732273553991,5.768320995793772
142063,Deadzone,2013,2.8333,2,4,12.0,60.0,60.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0015479876160990713,0.0,0.0,3,5.821071561179301,0.0,0.6931471805599453,2.4849066497880004,3.4339872044851463
240415,Desktop HEBOCON Battle Kit,2017,2.0,2,4,6.0,20.0,40.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.6018680771243066,1.0986122886681098,0.0,0.0,1.0986122886681098
126026,Gato Leader,2016,2.6667,1,1,12.0,60.0,60.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0006891798759476223,0.0,0.0,3,5.401174751987744,0.0,0.6931471805599453,0.0,1.3862943611198906
4980,Cityscape,2002,1.6667,2,4,6.0,10.0,10.0,0,0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,2,5.335934230119343,0.6931471805599453,0.0,0.0,3.2188758248682006
235940,Chill & Chili,2017,1.0,2,5,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.545778610473263,0.0,0.0,0.0,0.6931471805599453
230408,Monopoly Gamer,2017,1.1935,2,4,5.0,45.0,60.0,1,0,0.0,0.0,0.0009587727708533077,0.0,0.0,0.0,0.0,0.0,2,7.2823028844555,0.6931471805599453,1.3862943611198906,2.1972245773362196,3.4657359027997265
5157,King's Court,1986,1.7692,2,2,7.0,20.0,20.0,0,0,0.0,0.0025380710659898475,0.0,0.0,0.0,0.0,0.0,0.0,2,5.121977881431629,0.6931471805599453,0.0,0.0,2.6390573296152584
139898,Brew Crafters,2013,3.5793,2,5,12.0,90.0,90.0,0,1,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7.600902459542082,0.0,0.6931471805599453,0.6931471805599453,4.983606621708336
252212,Tales of Evil,2020,2.0,1,6,9.0,60.0,60.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.819093321167196,0.0,0.0,0.0,2.3978952727983707
166286,Bottom of the 9th,2015,1.7031,1,2,9.0,5.0,20.0,0,1,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,2,7.450660796211539,0.0,0.0,2.70805020110221,4.174387269895637
255683,Roll for Adventure,2018,2.0435,2,4,9.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.591673732008658,0.0,0.0,0.6931471805599453,3.1780538303479458
15505,The Last Straw,1988,1.0,2,4,4.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001358695652173913,1,5.083472618048522,3.5263605246161616,0.6931471805599453,0.0,2.5649493574615367
46255,Campaign Manager 2008,2009,2.215,2,2,12.0,30.0,45.0,0,0,0.0010683760683760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.024649030453636,0.6931471805599453,0.6931471805599453,0.0,5.303304908059076
192116,Cthulhu: A Deck Building Game,2016,2.5,1,6,10.0,45.0,120.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.52412403528173,0.0,0.0,0.6931471805599453,1.9459101490553132
164449,Karate Fight,2014,1.0,2,4,8.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.605170185988092,0.0,0.0,0.0,0.6931471805599453
15195,Monopoly: X-Men,2000,2.3333,2,6,12.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.8430301339411947,0.0,0.0,0.0,1.3862943611198906
2128,Warlords,1997,2.3333,2,8,11.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.003424657534246575,0.0,0.0,0.0,1,3.791736839553644,0.0,0.0,0.0,1.3862943611198906
131379,Saipan 1944: A Panzer Grenadier Game,2012,2.8333,2,2,14.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0004677268475210477,0.0,0.0,3,4.048882188145344,0.0,0.0,1.791759469228055,1.9459101490553132
125,Money!,1999,1.5493,3,5,9.0,30.0,30.0,0,0,0.0,0.0,0.0017035775127768314,0.0,0.0,0.0,0.0,0.0,2,7.220373836723949,1.6094379124341003,0.0,0.0,5.365976015021851
193949,Star Trek: Ascendancy,2016,3.1647,3,3,12.0,180.0,180.0,0,0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,3,7.814534250483697,0.6931471805599453,0.0,1.791759469228055,4.454347296253507
6940,The Battle of the Alma,1978,2.4545,2,2,15.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.00040966816878328555,0.0,0.0,2,4.624972813284271,0.0,0.0,0.0,2.4849066497880004
